file,obj_id,class,xmax,xmin,ymax,ymin
2009_003965,0,sofa,500,1,323,63
2009_003965,1,person,201,1,323,24
2009_003965,2,person,470,9,323,15
2009_003965,3,person,500,308,323,2
2010_006372,0,person,277,174,478,162
2010_006372,1,person,171,103,353,160
2010_006372,2,person,93,64,264,197
2010_006372,3,person,328,302,256,192
2011_002554,3,person,265,11,375,57
2011_002554,4,sofa,500,198,375,233
2012_000826,0,person,194,134,208,152
2011_003892,0,person,372,133,375,77
2008_005954,9,sofa,500,443,250,174
2008_004492,0,sofa,477,45,240,85
2008_004492,3,person,226,118,245,101
2008_004492,4,person,423,276,291,119
2007_002055,1,person,229,64,375,146
2007_002055,2,sofa,275,2,374,220
2009_003795,0,person,458,390,144,36
2009_003795,1,person,481,398,274,138
2009_003795,2,person,500,426,375,173
2009_003795,3,person,417,339,237,119
2009_003795,4,person,344,248,233,134
2009_003795,5,person,299,159,324,132
2009_003795,6,person,199,64,282,127
2009_003795,11,sofa,300,26,296,146
2012_002957,0,person,268,202,104,36
2012_003491,0,person,499,262,332,2
2009_004944,0,aeroplane,494,9,273,82
2011_006054,0,person,346,82,500,116
2008_000192,0,bird,441,249,246,57
2012_001286,0,person,319,101,375,40
2012_000198,0,person,256,97,500,202
2011_002226,0,person,424,1,305,42
2011_003138,0,person,348,227,305,150
2011_003138,1,person,256,104,328,127
2011_004657,0,person,372,103,447,151
2008_002791,0,person,390,6,375,81
2008_002791,1,person,390,212,375,157
2012_002943,0,person,340,224,278,59
2011_006726,0,person,373,166,336,64
2009_000288,1,person,429,403,119,52
2009_000288,2,person,452,417,145,58
2009_000288,3,person,500,467,178,32
2010_002128,1,person,239,160,367,79
2010_002128,2,person,225,104,264,54
2010_004559,0,bird,450,1,323,28
2010_004559,1,person,500,402,231,84
2011_003886,0,person,290,260,273,170
2010_003961,1,person,311,1,375,1
2011_005978,0,person,264,173,328,116
2012_000365,0,person,500,206,375,1
2012_000365,1,person,264,1,375,1
2012_004103,0,person,262,119,441,192
2008_002578,0,person,105,41,234,95
2008_002578,1,person,140,97,221,71
2008_002578,2,person,221,181,174,63
2008_002578,3,person,105,20,343,195
2008_002578,4,person,172,91,354,188
2008_002578,5,person,181,118,223,135
2008_002578,6,person,248,182,306,140
2008_002578,7,person,316,243,294,130
2008_002578,8,person,189,138,168,62
2008_002578,9,person,266,218,163,56
2009_002110,2,person,500,415,375,248
2009_002110,3,person,391,270,356,94
2009_002110,5,person,462,349,303,142
2009_002110,6,person,487,373,361,142
2009_002110,7,person,500,394,375,157
2011_000800,0,person,452,273,310,131
2012_002572,0,person,313,198,267,37
2010_006819,0,person,250,1,350,41
2012_002214,0,person,370,232,500,102
2008_003100,1,person,355,201,295,38
2010_001810,1,person,293,188,228,48
2008_006078,1,sofa,405,1,375,230
2008_006078,2,person,152,1,375,86
2008_006078,3,person,217,91,375,157
2008_006078,4,person,289,182,375,157
2008_006078,5,person,356,272,375,156
2008_006078,6,person,457,323,375,128
2008_006078,7,person,500,369,375,129
2011_002971,1,sofa,336,232,293,96
2011_002971,2,person,80,1,375,192
2011_002971,3,person,220,144,358,159
2011_002971,4,person,351,233,309,128
2011_002971,5,person,394,323,301,86
2011_002971,6,person,453,324,211,1
2011_002971,7,person,499,321,373,141
2011_002965,0,sofa,474,14,355,15
2012_001709,0,person,199,131,418,251
2012_001709,1,person,136,51,421,225
2012_002200,0,person,358,225,310,91
2009_004213,2,person,500,492,239,211
2012_003678,0,person,115,43,485,361
2012_003678,1,person,179,90,198,123
2012_004117,0,person,420,182,333,1
2008_003672,0,person,310,1,495,73
2008_003672,1,person,175,26,290,1
2008_003672,2,person,333,112,356,1
2012_000371,0,person,244,2,375,96
2012_003650,0,person,259,87,375,58
2012_003650,1,person,88,1,374,39
2008_003882,0,person,380,51,378,33
2010_001192,0,sofa,500,1,375,1
2010_001192,1,person,438,53,375,107
2010_001192,2,person,288,1,375,19
2011_006295,0,person,494,1,375,1
2012_003888,0,person,233,178,276,160
2012_003888,1,person,128,65,330,192
2008_004135,0,person,492,3,410,17
2010_006825,0,person,264,40,316,40
2012_001047,0,person,371,88,375,46
2011_004482,0,person,214,173,272,193
2008_006722,1,person,500,8,235,17
2009_001343,1,sofa,435,319,247,105
2009_001343,2,sofa,232,34,312,171
2008_000435,1,person,218,78,240,36
2008_000435,2,person,389,200,243,12
2008_000435,3,person,255,164,246,174
2008_008069,1,person,312,58,500,59
2011_002795,0,person,219,57,377,175
2011_002795,1,person,217,107,256,93
2011_002795,2,person,289,57,413,184
2012_002228,0,person,483,298,275,44
2008_002222,1,person,109,47,375,186
2008_002222,2,person,132,120,238,190
2008_002222,3,person,272,248,164,133
2012_003136,0,person,281,176,271,22
2011_000182,0,sofa,499,1,374,105
2011_000182,1,person,387,215,375,147
2011_000182,2,person,438,2,375,93
2008_004647,0,person,344,172,500,53
2009_005131,0,bird,320,23,333,84
2008_003128,0,person,447,125,420,83
2008_003128,1,person,214,1,369,1
2008_002236,0,person,500,329,375,60
2008_002236,1,person,297,62,375,127
2008_002236,2,person,156,67,375,141
2009_003540,0,person,472,248,334,72
2009_003540,1,person,201,44,334,137
2011_000196,6,person,139,68,191,40
2011_000196,7,person,455,323,293,62
2011_000196,8,person,154,1,341,35
2008_000421,0,person,308,1,375,171
2008_000421,1,person,414,61,375,161
2008_000421,3,sofa,446,1,375,141
2008_000421,4,person,488,156,375,106
2009_001357,1,sofa,100,1,260,178
2012_001735,0,person,367,346,186,147
2011_005788,0,person,243,93,397,116
2010_003949,0,person,492,334,500,95
2010_003949,1,person,118,1,500,59
2010_003949,2,person,253,101,495,101
2011_005950,0,person,113,53,248,59
2011_005950,1,person,230,160,248,71
2011_005950,2,person,359,178,230,35
2011_005950,3,person,464,379,206,76
2012_003644,0,person,270,1,333,32
2007_004197,0,person,485,246,334,21
2011_000828,1,sofa,477,1,380,223
2011_000828,3,person,220,61,380,164
2011_000828,4,person,327,200,380,122
2011_000828,5,person,500,301,380,155
2011_000828,6,person,143,31,236,1
2011_000828,7,person,223,115,201,33
2011_000828,8,person,353,223,235,25
2011_000828,9,person,387,339,166,67
2011_000828,10,person,471,357,269,26
2011_000828,11,person,500,468,254,178
2012_003877,0,person,500,191,353,82
2012_003877,1,person,105,1,255,16
2011_001505,0,bird,321,55,374,52
2010_006602,0,person,343,1,333,1
2011_005763,0,person,361,159,256,80
2010_004773,0,person,242,206,374,333
2010_004773,1,person,286,250,367,289
2008_008096,0,aeroplane,500,9,299,119
2008_008096,1,person,328,306,69,19
2008_008096,2,person,120,101,199,165
2008_008096,3,person,385,369,168,154
2011_003474,0,person,307,144,500,236
2012_001906,0,person,338,304,229,136
2012_001906,1,person,500,441,270,124
2012_001906,2,person,51,19,208,155
2008_004874,2,person,375,87,500,99
2008_004874,3,person,375,289,290,67
2010_006164,0,person,238,108,452,57
2011_001263,0,aeroplane,392,185,105,39
2011_001263,1,aeroplane,128,31,305,270
2011_001263,2,aeroplane,416,373,300,282
2009_002879,0,person,199,163,110,46
2011_001277,0,sofa,375,1,499,111
2011_001277,1,person,374,78,500,159
2011_005011,0,person,71,20,339,243
2011_005011,1,person,37,1,354,264
2012_001912,0,person,343,221,333,61
2011_003306,0,person,170,51,492,160
2011_005777,0,person,254,144,149,6
2011_004441,0,person,204,1,333,71
2010_003746,2,person,375,139,354,1
2011_006256,0,person,491,362,333,133
2011_006256,1,person,232,67,332,108
2011_006256,2,person,442,275,333,116
2011_006256,3,person,314,219,333,80
2011_006256,4,person,236,149,333,119
2012_003693,0,person,332,3,500,56
2010_001151,0,person,119,98,237,180
2010_006158,0,person,404,351,250,93
2010_006158,1,person,329,257,282,81
2009_002851,0,person,306,284,445,381
2008_004690,0,bird,289,233,329,121
2008_004690,1,bird,500,446,255,147
2011_005039,0,person,250,72,437,265
2011_005039,1,person,209,36,369,111
2011_002756,1,sofa,500,107,375,109
2008_001930,0,person,500,347,300,97
2008_001930,1,person,389,176,375,119
2008_001930,2,person,178,1,375,75
2008_001930,3,person,207,130,158,67
2008_001930,4,person,279,224,124,81
2008_006087,0,person,340,281,335,162
2008_006087,1,person,262,225,347,221
2008_006087,2,person,410,379,310,200
2008_006087,3,person,438,398,301,165
2008_006087,4,person,457,428,303,180
2008_006087,5,person,163,120,255,133
2008_006087,6,person,212,158,332,179
2011_004327,0,person,284,1,500,2
2010_003034,0,person,132,1,375,72
2010_003034,1,person,199,100,151,19
2010_003034,2,person,282,171,169,1
2010_003034,3,person,500,385,375,76
2010_003034,4,person,460,228,375,14
2010_003034,5,person,308,89,375,114
2010_004983,3,person,170,1,325,93
2010_004983,4,person,176,116,219,139
2010_004983,5,person,500,313,331,108
2010_004983,6,person,500,446,140,71
2011_004333,0,person,307,161,453,73
2011_006242,0,person,310,211,337,109
2011_004455,0,person,295,129,463,302
2011_005993,0,person,500,96,375,123
2010_003752,1,person,500,1,333,1
2009_000934,3,person,261,227,232,153
2009_000934,4,person,416,360,235,136
2009_000934,5,person,149,108,226,140
2012_001090,0,person,333,55,500,177
2012_001090,1,person,297,164,500,181
2012_002406,0,person,460,177,307,22
2008_003712,0,person,319,104,500,211
2008_003712,1,person,397,265,500,226
2008_003712,2,person,429,76,364,53
2012_004077,0,person,389,309,348,230
2012_004077,1,person,317,237,308,218
2008_008121,1,person,103,1,484,139
2008_000569,0,person,208,3,457,1
2008_000569,1,person,327,250,364,78
2008_000569,2,person,399,322,300,153
2011_002811,1,person,214,52,404,7
2008_003060,4,person,481,444,261,176
2012_002412,0,person,302,1,339,1
2010_006979,0,person,379,236,323,84
2008_003706,0,person,500,49,333,1
2012_004063,0,person,306,27,371,93
2012_004063,1,person,136,40,314,38
2008_002418,0,person,264,63,422,29
2011_005818,0,person,321,180,233,61
2010_003801,0,aeroplane,464,1,304,103
2010_003801,1,aeroplane,500,167,203,1
2010_003801,2,aeroplane,500,320,117,1
2009_002058,1,person,375,224,500,103
2009_004429,3,person,218,39,375,120
2009_004429,4,person,208,105,225,93
2009_004429,5,person,361,264,226,110
2009_004429,8,person,453,357,252,109
2011_000790,0,aeroplane,432,67,265,30
2011_003299,0,person,221,57,375,89
2011_003299,1,person,464,439,240,177
2011_005830,0,person,200,75,225,122
2011_005830,1,person,309,207,225,82
2008_001139,0,person,329,87,500,22
2009_000897,1,person,345,157,351,48
2012_001655,0,person,301,264,346,240
2012_001655,1,person,126,105,309,235
2008_000541,0,person,160,1,375,177
2008_000541,1,person,236,114,375,177
2008_000541,2,person,370,223,375,168
2008_000541,3,person,436,299,375,284
2008_000541,4,sofa,416,1,375,169
2009_001237,2,person,152,120,219,191
2011_004290,0,person,360,273,358,92
2010_002289,0,aeroplane,296,19,220,126
2008_002356,0,person,387,364,223,150
2008_002356,1,person,492,467,240,157
2008_002356,2,person,343,319,202,128
2008_002356,3,person,293,278,178,123
2008_002356,4,person,281,266,178,123
2008_002356,5,person,244,228,170,115
2008_002356,6,person,226,214,156,114
2008_002356,7,person,221,206,154,114
2008_002356,8,person,200,184,146,98
2009_005045,0,person,271,8,375,130
2009_005045,1,person,393,248,355,141
2009_005045,2,person,500,372,375,159
2009_005045,3,person,374,241,257,42
2009_005045,4,person,229,89,251,46
2009_005045,5,person,85,23,277,149
2012_001641,0,person,375,1,500,241
2011_004284,0,person,259,87,333,62
2011_004284,1,person,422,254,333,80
2008_006124,0,person,160,32,500,133
2008_006642,1,person,209,165,200,118
2008_006642,2,person,233,180,206,115
2008_000233,0,person,454,233,307,76
2011_002193,0,aeroplane,447,127,190,72
2011_002193,1,person,414,380,261,168
2011_002193,2,person,335,311,224,166
2011_002193,3,person,449,435,202,160
2011_002193,4,person,500,483,204,162
2011_002193,5,person,425,410,199,163
2007_008801,0,person,311,139,368,13
2008_004055,0,person,487,465,188,134
2008_002424,0,person,500,1,375,1
2010_006776,0,person,303,213,354,135
2011_001471,0,bird,314,217,177,90
2012_003903,0,person,198,151,293,201
2012_003903,1,person,302,223,346,182
2011_005617,0,person,369,248,318,191
2010_004161,1,person,471,16,500,40
2008_008684,2,person,431,423,212,186
2008_008684,3,person,461,455,213,197
2008_008684,4,person,473,466,213,190
2008_008684,5,person,113,103,218,200
2008_008684,6,person,495,489,179,167
2010_002510,0,person,460,245,375,1
2010_002510,1,sofa,500,1,375,1
2011_004509,0,person,475,391,131,66
2012_001872,0,person,186,1,333,45
2010_002276,2,person,415,128,218,126
2010_003168,0,bird,284,74,176,51
2010_003168,1,bird,258,171,253,193
2011_005171,0,person,237,66,500,118
2010_000461,1,person,500,423,373,1
2011_000009,1,person,353,252,348,144
2011_000009,4,person,353,340,52,32
2011_000009,5,person,338,325,48,30
2010_006010,1,person,156,2,375,203
2010_006010,2,person,315,143,375,213
2010_006010,3,person,494,315,375,213
2010_006004,0,person,275,210,278,145
2012_001866,0,person,500,76,446,1
2011_003514,0,person,302,173,290,56
2011_003514,1,person,120,58,266,139
2008_008690,1,person,480,463,250,210
2010_002504,1,person,490,233,333,79
2011_003272,0,person,268,153,375,202
2011_003272,1,person,394,252,375,191
2010_006762,0,person,500,209,332,141
2010_006762,1,person,223,26,332,114
2010_000313,0,person,498,461,368,310
2010_000313,1,person,132,82,207,83
2010_000313,2,person,118,36,369,172
2012_003917,0,person,500,298,375,7
2010_003632,3,person,235,78,375,38
2010_003632,4,person,363,189,375,31
2010_003632,5,person,456,186,375,34
2010_003632,6,person,55,1,375,214
2010_003632,7,person,79,16,290,213
2010_003632,8,person,500,442,287,187
2010_003632,9,person,460,431,245,206
2011_002144,0,person,364,157,375,70
2010_005243,5,person,400,333,189,58
2010_005243,6,person,500,411,333,203
2010_005243,7,person,367,339,190,136
2010_005243,8,person,359,279,333,136
2010_005243,9,person,307,179,333,180
2009_003385,1,person,475,432,268,210
2009_003385,2,person,500,486,293,221
2009_003385,3,person,500,460,297,223
2012_004088,0,person,302,1,375,22
2011_000753,1,person,498,1,375,156
2010_006992,0,person,214,108,411,114
2011_006322,0,person,371,192,270,77
2012_003081,0,person,392,37,345,105
2010_001743,3,sofa,309,80,291,145
2009_002925,1,person,187,66,120,1
2011_004253,0,person,500,189,326,86
2012_001696,0,person,432,272,358,136
2010_005531,0,bird,263,151,382,166
2012_001682,0,person,375,84,500,88
2007_006151,1,person,140,53,363,170
2007_006151,2,person,262,215,340,171
2007_006151,3,person,334,276,332,174
2010_000449,2,person,231,170,202,38
2010_000449,3,person,310,219,334,50
2010_000449,4,person,414,262,375,15
2010_001757,1,person,356,296,265,211
2010_001757,2,person,245,135,335,124
2010_001757,3,person,89,17,335,96
2010_001757,4,person,161,48,375,56
2011_007028,0,person,461,323,276,48
2011_007028,1,person,143,1,163,43
2011_007028,2,person,216,34,375,119
2011_007028,3,person,500,341,375,105
2011_007028,4,person,338,198,131,59
2008_003921,0,person,218,135,276,183
2008_003921,1,person,292,213,280,181
2008_003921,2,person,375,289,281,187
2008_001461,2,sofa,189,1,288,91
2008_001461,3,person,240,107,254,30
2009_000317,0,bird,500,32,379,5
2008_007010,1,sofa,500,435,333,188
2012_002162,0,person,188,59,249,42
2008_004519,0,person,334,1,375,1
2008_004519,1,person,329,112,327,10
2008_004519,2,person,500,238,297,33
2009_002500,2,person,442,259,166,1
2011_006861,0,person,200,55,375,17
2011_006861,1,person,500,450,331,166
2008_003510,0,person,171,16,375,97
2008_003510,1,person,500,282,375,80
2008_003510,2,person,345,197,375,125
2008_001307,1,person,375,50,500,2
2011_004904,0,person,394,90,271,155
2012_001319,0,person,347,196,221,75
2012_001319,1,person,238,50,273,109
2012_000007,0,person,322,173,375,51
2009_002272,0,aeroplane,431,52,223,68
2008_003504,1,person,68,47,64,38
2008_003504,2,person,89,67,63,40
2012_002610,0,person,279,203,230,33
2009_002514,0,person,298,91,500,82
2009_002514,1,person,375,114,500,1
2009_004165,0,sofa,267,36,334,218
2008_001475,0,person,375,8,500,142
2008_001475,1,person,47,1,350,171
2008_008337,1,person,391,180,272,33
2011_006685,0,person,297,164,300,42
2012_003240,0,person,349,227,295,110
2012_000991,0,person,252,187,276,55
2010_003395,0,bird,177,99,336,201
2008_008479,0,aeroplane,500,23,375,1
2008_008479,1,person,307,200,375,199
2008_008479,2,person,86,61,375,355
2008_008479,3,person,39,12,375,359
2008_008479,4,person,323,311,375,363
2008_008479,5,person,308,291,375,359
2010_002935,0,bird,388,106,144,57
2011_000592,0,aeroplane,456,26,241,84
2012_004249,0,person,362,255,260,105
2012_002638,0,person,187,163,218,152
2008_004243,0,person,333,1,500,69
2011_000586,0,aeroplane,483,48,364,65
2011_000586,1,aeroplane,393,36,148,1
2011_000586,2,person,500,483,141,89
2011_000586,3,person,478,457,261,198
2011_000586,4,person,460,435,262,202
2011_000586,5,person,437,422,254,207
2009_003150,5,person,500,480,174,121
2009_003150,6,person,500,453,178,116
2009_003150,7,person,481,416,225,142
2009_003150,8,person,493,404,283,162
2009_003150,9,person,395,340,199,136
2009_003150,10,person,403,308,321,182
2009_003150,11,person,341,315,169,128
2009_003150,12,person,333,286,196,129
2009_003150,13,person,288,235,210,145
2009_003150,14,person,312,222,320,181
2009_003150,15,person,230,178,302,155
2011_001698,2,person,284,272,196,184
2012_001325,0,person,267,178,297,76
2012_001325,1,person,398,340,278,72
2011_002391,2,sofa,500,250,375,291
2010_005096,0,bird,321,1,290,53
2008_007986,0,person,480,268,360,49
2008_007986,1,person,277,1,360,72
2011_004086,0,person,500,470,218,137
2011_004086,1,person,390,347,223,137
2011_004086,2,person,302,265,233,156
2011_004086,3,person,43,7,237,167
2011_004086,4,person,129,90,236,164
2012_000985,0,person,500,299,348,78
2011_005398,0,person,397,123,500,69
2011_003931,0,person,201,52,490,144
2011_003931,1,person,341,190,492,172
2009_001021,3,sofa,375,216,500,275
2012_001443,0,person,320,72,500,41
2008_007038,0,person,430,108,375,70
2008_007038,2,person,475,447,97,53
2008_007038,3,person,476,447,30,11
2008_007038,4,person,467,444,50,23
2008_007038,5,person,436,420,97,57
2008_007038,6,person,398,379,54,18
2008_007038,7,person,497,481,48,10
